,0,1,2,3,4,5,6,7,8,9,10,11,12
31144,CLEC12B,BOLA3-AS1,GNB4,PDE7B,LRMP,AC097376.2,C1orf54,TMEM132E,AL645941.3,DNMT3B,SNRPB2,AC096564.2,TNFRSF10C
31145,DDX21,VSIG8,HSPA9,GTF3C2,COPA,USP32,TCF25,HIST1H4L,AJUBA,AC007952.5,RPL22,AC090971.1,EPHB4
31146,MAGT1,GOLGA8Q,CSGALNACT2,ERBIN,PCGF3,CTDNEP1,FAM49B,AL590560.2,LRRC49,IGSF9B,TPP1,ELL3,AL441883.1
31147,CD19,CHRNE,AP2A1,RABGEF1,IFI44,DARS,VNN1,AC008972.2,AC087286.2,AP002986.1,SLC22A18AS,TEX29,SMC5-AS1
31148,USB1,PHLDA1,ADAR,FAM135A,QSOX2,ZNF280B,NDUFA4,AC243585.2,AP000911.2,AL162431.2,ZNF517,AL139385.1,ZNF674
31149,MGAT2,LINC02413,DENND6B,MUC20-OT1,PQBP1,PTOV1-AS1,FAM92A,AC128688.2,ARHGAP23,GPM6A,WDR83OS,AC004528.1,AC007038.2
31150,SUB1,AC074099.1,TUBA4A,FOXN3,PTPRJ,AC079174.2,PGF,AL359182.2,AL583856.2,CLBA1,RPL14,AC004895.1,AC090739.1
31151,PCF11,MCM10,FUS,TBC1D2,SLC25A13,GLCE,PAXBP1,AL353622.2,FAM66B,TWIST2,CENPM,AC011816.2,TLR3
31152,PSMD7,CCDC138,PFKL,PPM1D,SYMPK,DAP3,RAB35,AC020909.3,TMEM56,SLC30A2,SERF2,AL139220.2,PAX8
31153,C11orf21,HNRNPA0,BAZ2B,SLC38A7,SLC7A6,RSRP1,MUC12,LCMT1-AS2,HAND2-AS1,UBE2Q2L,PITHD1,LINC02562,RLN1
31154,CXCR2,WDR34,DDRGK1,ATF6B,SMCR8,IRF7,MYOM1,SPINK9,AC021086.1,AC100778.3,RPS19,AL731661.1,AGRN
31155,BACE1,HOXA5,ZBTB8OS,NKX3-1,DNAJC4,IFI6,SOS2,PAPPA,LINC01786,FBXL13,TMEM30A,DCT,AC009005.1
31156,OSBPL8,CCT2,ASNSD1,CC2D2B,TNRC6A,IPO9-AS1,GAPVD1,AC007879.3,AC008753.3,OR52K2,ZEB1-AS1,Z98200.1,KIF18A
31157,CHMP4A,ESM1,PEX16,C1orf220,RETREG1,AC011899.3,SPINT1,AC010624.3,ELFN2,AC012645.1,SLC14A1,AC090510.1,EDA
31158,SPRED1,ZFP82,NIN,EXOC6,EMC10,CCDC24,OPTN,TRAV8-6,DSG2,OR52I1,WDR35,AC093827.5,AC109446.3
31159,UBA3,CCND3,STAT2,PGPEP1,FAM13A-AS1,AC006238.1,TXNDC17,NOXO1,LINC02139,ARHGEF17,GCC2,AL353596.1,ANKRD6
31160,AKR1C3,VAMP2,TFAM,ABI1,TTYH2,AC006116.8,CDV3,BEX1,AL353611.1,SPDYA,FUNDC2,TMEM244,ENPP5
31161,MPC1,ENPP4,ATP11A,LACTB2,PPTC7,ZBED3-AS1,CTTNBP2NL,TRIM31,AC012150.1,PLEK2,ZNF658,ASIC1,AC079322.1
31162,DDX41,AL022238.2,NORAD,NFKB2,NEU3,GADD45A,SLK,AL133370.1,AL121906.2,SPATA9,LAMTOR3,LRRC2,MRC1
31163,PIP4K2A,NEFM,BROX,U62317.2,ZXDC,SIRT1,CDIPT,AL645939.4,AL358333.3,AL391262.1,TM9SF3,KRT81,AP001469.3
31164,ITGAE,RPL8,RNF167,TAF13,GNE,TAF4B,DLG4,ZSCAN23,AC046130.1,PLCG1-AS1,TOR1AIP1,PAK6,IRGM
31165,KMT2E,DHRS13,CDC123,Z93930.2,GSTO1,MELTF,PTK7,AC096564.2,AC064805.2,TMEM225B,WDR55,CHDH,ARHGAP44
31166,FIG4,AC097375.1,ZFHX3,MOB3A,NDUFB5,AL080317.2,ATP5F1C,AC092375.2,KIF26B,NTN5,CCDC12,DDR1-DT,AC120498.9
31167,DNAJB6,RNASEH1,CCNG1,CLCN6,ZNF581,AL121601.1,MMP25,NPIPB3,AC104806.2,AC079610.2,DBF4B,TRIM31,CXCR6
31168,NHS,AFDN,NUCB2,AC002451.1,TRIM36,AL158163.1,PRADC1,LINC02012,ERICH6,AP001347.1,PPIAL4G,AC069234.5,PERP
31169,PSENEN,CCNJL,CCNB1IP1,AC018529.2,AC007611.1,AL138963.3,OLFM1,TRAV8-4,VSIG2,AC091959.3,AC008915.2,AL118558.4,FTL
31170,ZFAND6,AC022075.1,MALSU1,SERTAD2,LINC00886,SYNCRIP,UBAC1,SLC23A1,LINC02332,ARHGAP42,AC004832.6,AP000350.7,LYST
31171,CCSAP,PRKCZ,TAP1,ARHGAP4,AC123768.4,GSTP1,TRIQK,SPX,LINC00880,EPHX4,LACTB2-AS1,RAI14,ZFYVE9
31172,VHL,SORBS3,CARD19,AP3D1,AC007292.2,TMEM167A,ZNF217,AL591848.3,AC100827.4,MICAL3,GPATCH8,AC010624.3,WDHD1
31173,ARL6IP1,FRMD4A,ZFR,KLRC1,RNFT2,ZC3H7A,ASAP2,AL355076.2,AC002550.1,ZNF429,C1QBP,AC020909.3,AC016745.2
31174,FAM192A,MEIS1,IFITM3,TMEM38A,ZBTB32,TRPS1,CLEC5A,COL15A1,AC023055.1,HBA2,ARHGAP11A,SLC23A1,HTR7
31175,FNIP2,PIBF1,ARFGAP3,SUMO3,AP003774.1,NUDT3,HSF4,TRAV9-2,AC084809.1,ZNF544,MRPL52,C5orf66,KIF3C
31176,UTP11,CNOT6L,SMIM10L1,CD8B,PALD1,ZC3H12C,AC025423.1,AL354710.2,AC008878.3,PARD6A,KRT72,AC008750.2,EMP1
31177,OTUD1,BAMBI,MAPK3,NDUFB5,AP1AR,CNTRL,PLEKHH3,AC126755.3,RAPGEF5,RAPGEF3,MSR1,ZNF320,AGFG1
31178,SYNCRIP,POLR2C,NDUFS1,HPS1,SYNJ1,TAGLN2,AL033528.2,MAOA,STEAP1B,SLC26A1,FAM120A,AL645939.4,ZNF286A
31179,OGT,RAN,STARD3NL,SLC6A8,STAP1,ZDHHC9,RHPN1,TAS2R13,AC015969.1,ALKAL2,HIPK1-AS1,AC078785.1,TIGD3
31180,SNTB1,PLK4,SF3A1,RLIM,ZNF667,AL078459.1,TPD52L2,AC009133.2,AL732292.2,SYT1,ACTR3,PRR16,AL160272.1
31181,CD1C,AC008966.1,TLR8,UBAC1,AP001059.2,PIK3C2B,TUT7,LGI4,AL591845.1,AC080013.1,CCZ1,ALDH1L1,AC005332.8
31182,TXNRD1,SLC10A1,TIMMDC1,ATP8A1,AP000547.3,ACTB,VPS37C,AL138963.1,AC100861.2,AL161729.1,CD1C,CTRC,HECW2
31183,TMEM91,AGBL2,RBM22,ADI1,ENAH,BRD4,SCARB2,RBP5,AC020922.2,CNKSR3,SNTA1,AURKC,LINC02062
31184,HDAC4,CCR5,MAT2A,FAM110B,PIK3CB,SINHCAF,AL359644.1,LINC00854,AC068580.3,HTRA1,AC026801.2,CD80,FAM66C
31185,LPAR6,ZNF836,PTPN1,CEP350,LIG4,SND1,EXOC3L1,AL135744.1,NT5DC4,DEPP1,MRPL55,ANKDD1B,AC007325.4
31186,CDKN2B,TMEM231,DDX39A,STX6,NFE2L1,DNAH1,DLG5,AL138831.2,LINC02145,BAALC,RPL6,AC008972.2,AC006064.4
31187,BCLAF1,URGCP,PITHD1,PFKFB2,MKNK2,METTL1,NAA38,MAP2,AC025165.2,AC124045.1,CHORDC1,CRYBB2,AL391988.1
31188,BRD2,GIMAP5,AFTPH,SEC61A1,LAMTOR3,SLC35F3,ROCK1,AC138035.1,AC119396.2,C17orf97,SCAND1,AC011450.1,ABCB4
31189,EDEM2,GFRA2,ALDH9A1,STYXL1,SLC30A1,OPN3,UXS1,KRT81,AC104958.1,AL034417.4,CFH,ASAP3,NAP1L2
31190,THAP9-AS1,RBMS3,DNPH1,USP4,C4orf33,CLEC12B,KIAA0232,ASIC1,ZNF114,CCDC194,HSPE1,SPINK9,HPCAL4
31191,ITGB1BP1,POLQ,RRP36,MROH6,OSBPL10,PCBP1,RELL1,AF129408.1,CDHR4,CA3-AS1,WBP1,AC025423.4,CTLA4
31192,SHMT2,AC009123.1,ADSS,PHC2,CYTH4,CMTM6,AL356417.3,AL603832.2,AL445231.1,CCDC114,TRPM4,AL133370.1,BCL2A1
31193,F11R,SLC51A,CSF2RB,RABGAP1L,C4orf48,LILRA4,FBXO6,THBS4,PRR36,TRAV2,MS4A7,AC089984.1,MTUS1
31194,VPS25,PLEK2,PPP2R1A,KCNAB2,TMED8,OSER1,C15orf61,AC011450.1,SOAT2,AC019131.2,PTK6,HIST1H4L,RPGRIP1
31195,OPN3,AC007998.4,NDUFAF4,SNX17,JCHAIN,TXNIP,INSIG1,NLRP6,ESPL1,AL356019.2,AL357033.4,AL353622.2,RASAL2
31196,HIF1A,FAM153B,SMIM12,SMCR8,GPD2,RDX,MIR646HG,AL162311.3,TMEM136,FAM72B,MARS2,AL513548.3,ANKLE1
31197,PAX5,AP001347.1,CYP1B1,FAM96A,LAMP5,PPP1CC,AC136475.9,AC008747.1,AC015468.3,RCAN2,LINC01176,AL121936.1,AC008443.5
31198,NLN,TEAD3,MRPS35,VPS13C,AC007878.1,NSMAF,TOR1A,LINC00598,AC136475.8,ADAM23,RPL19,AL031775.2,CDC42BPA
31199,SLC3A2,AL590648.3,NPTN,ZDHHC3,CRIP3,PLEKHM2,RRP12,AC092745.1,AC104695.2,GLB1L2,AC106739.2,AL109811.1,CAMK1
31200,RRAGC,FAM184B,INPP5D,GIGYF2,CLCN6,SERPINB2,ANAPC7,TRAV26-1,AC016683.1,PRKG2,ZNF66,CCDC38,ICAM3
31201,HNRNPAB,AL391262.1,IGFBP7,ITSN1,UBR5-AS1,IGHA2,MIAT,AC078785.1,AC026740.1,GATA3-AS1,SEC61A2,LINC00598,KIFC3
31202,CTTNBP2NL,EPHX4,EIF3J,LINC00996,UBA1,AC004846.1,KNSTRN,TRAV12-2,AL357556.4,RPSA,AC079630.1,AL138831.2,CR2
31203,PAFAH1B2,AC025165.5,OGFR,ABAT,KLHDC8B,AC067930.4,DRAP1,AL121936.1,AC007405.3,STMN1,LMLN,AC138035.1,NCKAP1
31204,SLC25A11,AC079610.2,SERINC3,ZNF711,CEP112,CAMP,AC006333.2,TSIX,AC138230.1,LDLRAP1,UQCR11,MN1,AP000919.4
31205,FNIP1,SAP30L-AS1,TSPAN4,PGGT1B,LINC00865,SIGLEC15,SAP25,AC008750.2,AC026347.1,TBXA2R,NCAPG2,MYT1L,GLIPR2
31206,UBE2K,AL158055.1,PHF20L1,SCP2,WDR17,HSPA1A,STARD3NL,LRIT3,AC016831.7,CLDN15,TIMP2,AC139795.3,PTPRK
31207,ITPR2,DLL3,NDUFV3,ADGRG5,AL691447.2,ATP6AP2,GNPTAB,AC010761.2,TNFRSF17,CD200R1,DBNL,LINC00971,AL360270.3
31208,IKBKB,TIMD4,ADIPOR1,AC093627.4,AC008892.1,IGLC3,TPRG1,SYN1,LINC02361,SNAI1,SYTL1,AC021752.1,MALINC1
31209,MKNK1,LINC01825,MRPL9,ALDH3A2,NPEPL1,ZNF879,LINC00968,AC008781.2,ORMDL3,TPX2,AC024909.2,AC114811.2,APOBEC3D
31210,NBN,AC007938.2,FYN,ALPK1,PDIA5,IQCK,LDHD,LINC02562,APOBEC3A,MCTP2,AC093249.6,BCL2L10,COLEC12
31211,UNC119,KLRK1,MAP3K2,IGLC3,LDLRAD4,NOS3,ADAM8,UMODL1,COL6A2,IGKC,RNLS,RBP5,AC020656.2
31212,PPIA,CPNE7,NLRP12,RAB44,AC109322.1,RAPGEFL1,PDLIM7,AC068631.1,DLGAP5,CD14,AC243965.1,TRBV7-2,AC005520.2
31213,RSPH3,RAB9B,C1orf122,AP002954.1,ADGRA3,AC073508.3,ST6GALNAC1,ARMH2,SPC25,HELLS,AC008083.2,TRAV8-4,HMGA1P4
31214,LRRC41,FAM20A,H2AFX,XAF1,LAMTOR2,MICAL2,RALGDS,AC109449.1,DHFR2,CLSPN,DDIAS,TRAV12-2,MTRNR2L1
31215,TRIM44,AC005920.1,IMMT,DDTL,TBC1D7,CHKA,AC104506.1,AL031775.2,GIMAP4,PDE6H,JAML,PODXL,AL035413.1
31216,AFMID,ADARB2,ARRDC1,AC011899.3,NOP10,AL645728.1,MAP2K7,KLHL10,PLCB4,TRBV3-1,RNASEH2C,SMIM11A,AC004839.1
31217,SGPL1,FRMPD3,NIPSNAP3A,MT-ND4,FIG4,SAMSN1,STT3B,RNASE1,TRAV5,STX3,RPL39,TMEM240,FAM222A
31218,PLOD3,IGSF9B,PARVB,SLCO3A1,CCR6,NCSTN,KIZ-AS1,MIR193BHG,SPIC,PCLAF,COL8A2,AL162311.3,DMPK
31219,EPHX1,LINC02245,DOCK5,MXD1,TXNRD2,CMTM2,SV2A,SLC28A2,COBL,CCNB2,AC010173.1,THAP10,AC099522.2
31220,EXTL3,ARHGAP42,PRMT2,OAS2,TPM3,CASP6,GNMT,VAV3-AS1,C2orf48,TXNRD3,GPBP1,SPX,AC109454.2
31221,ENSA,ANKRD20A4,TRA2A,EXT1,C17orf51,EP300,AC022306.2,AC114811.2,IGLV6-57,C6orf132,MRPL11,ARPC4-TTLL3,STX1A
31222,BLOC1S6,UBE2Q2L,DDX21,PAPSS1,SP3,DNAJA4,BATF2,SLC6A20,ADAMTS6,CYP4F3,OTUB1,AL135744.1,ACE
31223,FSD1L,SPATA9,DTD1,TNFSF9,ARAF,TTC9,PTGFRN,AC025423.4,POU2AF1,CASC8,DUSP6,LINC01727,KANK2
31224,OSBPL5,ABLIM2,DOK3,WIZ,PRKAR2B,MOB1A,ATP5MC3,CCDC38,TRG-AS1,PRTFDC1,HSPB11,CD163L1,RAB3A
31225,PSRC1,AC011405.1,IKBIP,COPZ2,SORD,LENG8,PDE6G,AC090772.3,RGS7,ANKRD36,HEBP2,EFCAB10,SMG8
31226,FAM204A,TRAV19,CXXC5,REEP4,TEP1,ATP5F1A,ANGPT1,AP001267.2,TRBV6-2,IFNG-AS1,GVQW3,LMCD1,RGS5
31227,Z93930.2,AC004889.1,RAB9A,NUBP1,GATAD1,ATP6V1F,SMIM33,AC078795.2,SH2D3A,RRAD,GPR157,NINL,AC004069.1
31228,TIMM17A,AL035461.2,EPRS,C16orf74,LRRC8D,TUBA1B,AMACR,FILIP1,SORCS2,CXCL1,APOL3,AC092745.1,AC099524.1
31229,ARHGAP25,ANGPTL1,ARHGEF2,ZC3H12C,COCH,FAM92A,BCL3,MARVELD3,AL353803.4,PRKCZ,NAGK,AC006329.1,AC139720.1
31230,DHRS9,AC010531.3,PPP6C,TRAPPC11,ROCK1,PPRC1,STRN4,MYZAP,SULT1A2,TGM4,ZIK1,LINC02012,FAM3B
31231,CD2BP2,AL355916.1,RAE1,CSK,P2RX4,LINC01023,CCDC65,FSD2,AC092171.1,AC007566.1,SLC6A16,AF129408.1,ITGA1
31232,RAF1,TRBV18,SLC31A2,OPRL1,VWA5A,AC138356.1,AC074117.1,AC004528.1,C2CD6,RASGRF2-AS1,POLR2I,AL162741.1,GHET1
31233,PACSIN2,AC103563.7,HK3,TBC1D22A,PRDX5,TREML4,AC068580.4,TRBV7-2,AC020911.1,AC138207.7,PSMC4,CCDC68,AL023806.1
31234,ARHGEF11,AC027449.1,SCFD1,HADHB,CASC15,DGKH,NLGN2,AC093827.5,SCGB1B2P,STK33,EEF1G,FAM156A,TDRKH
31235,AK2,PRMT7,MTCH2,RHOT1,P2RY1,IER5L,GAL3ST4,PAK6,VSTM2B,AL391839.2,ZNF620,TRAV26-1,AL513550.1
31236,MSRB2,CENPL,UBE2G1,REPIN1,KRT7,KCTD3,MAP1LC3B,AC087286.3,TSACC,SCIN,METAP2,SYN1,AC239868.2
31237,MPPE1,REC8,GSPT1,WASHC2C,EEF1A2,SSBP2,REX1BD,AL021368.1,COL23A1,AMZ1,MORF4L2-AS1,AC090912.2,ZFP28
31238,OAS2,SSTR3,VNN2,PLEKHM2,GRAPL,SKP1,AGPS,DPY19L2,NTNG1,ACTN1-AS1,AC069224.1,CABLES1,CDKL3
31239,EIF2AK4,SCOC,EMC8,NEBL,PHYHD1,IFI44,CAMK2G,NINL,AC010501.1,APC2,SRR,AC090772.3,TMEM231
31240,PUM1,C9orf16,ITGB1,ZG16B,AC097359.2,SMARCD2,GDE1,AC068389.4,CORO2B,AC104389.4,ZNF30,RASGRF1,MRPL38
31241,SLC2A9,ZNF91,CNOT2,LILRA4,SLC22A16,OLFM1,SLC22A15,AC105942.1,XXYLT1-AS2,LINC00958,COPB1,AC131235.3,FBLN2
31242,NDUFA13,ZNF578,FBP1,MARF1,DES,GGNBP2,CNPY3,AL109811.1,GNG3,AC044839.1,TEN1,AC068631.1,PIK3R2
31243,KCNJ2,TUBB4A,HMGB2,GOLGA8N,PRNP,LINC00528,SMAP1,AC110792.2,STK31,AC108488.1,YAF2,SNORC,AC080013.5
31244,EFCAB14,AL355353.1,RRAS,CD8A,ERGIC1,SERTAD1,PLA2G16,LMCD1,ADRA2B,EBF4,GPBAR1,ASMT,MISP3
31245,MED15,C10orf143,ERLEC1,SCCPDH,CLN5,MAX,P2RX4,PODXL,L1CAM,AC078802.1,PA2G4,AC078795.1,BIRC3
31246,TSPAN13,BAALC,OSBPL11,USP33,NXPH4,CLEC5A,LYNX1,LPAR3,SKA1,AC006027.1,PDCD1,AL672277.1,USP35
31247,NOTCH1,ALKAL2,CBFA2T3,CD101,EIF4G2,TAGAP,FAM171A1,AP000866.5,NAT8L,BX539320.1,ZNF44,UMODL1,SPR
31248,VPS4B,RANBP17,AASDHPPT,MRPL27,SLC11A2,TRIM41,DLEC1,IDI2-AS1,LINC02249,ADM2,GRAMD2B,TRAV8-6,ATP1B2
31249,PON2,GLB1L2,ARCN1,SERPINB2,LINC02356,QARS,F2RL1,HDHD5-AS1,AC044802.2,MSMP,PDE7B,TRAV9-2,ADAP1
31250,MS4A4A,CCDC173,BOD1L1,RBM3,TTC7B,AC022364.1,SDS,C4BPB,OTOF,NR1I3,ZNF781,AC092681.3,EDC4
31251,FASLG,TRAV2,PRRC2C,IGHA2,IGFBP2,PLEKHH3,VPS9D1,EFCAB10,BICC1,LINC00266-1,ZNF287,RNASE1,PEX11G
31252,MAN2B1,PRKG2,IRF2,ZNF532,AC092384.1,HSF4,N4BP1,Z95114.1,RHOD,TRGV3,AC112236.2,BACH1-AS1,PARS2
31253,SNRNP70,KCTD21-AS1,SUCLG2,HELZ,AC073335.2,PMAIP1,MAVS,TMEM244,PIR,SLC47A1,LRRC59,HDHD5-AS1,POPDC2
31254,HCCS,GATA3-AS1,BAD,AC067930.4,MAP3K5,STT3B,RPH3A,AL512631.1,GLIS3,ABALON,C19orf70,HOXA6,TBX6
31255,TM9SF3,IGSF10,GTF2B,SIGLEC15,SPG7,EFNB1,KSR1,AC006329.1,AC239803.3,ZNF415,LIMS2,ADCY1,AC026202.3
31256,PSMD13,ADAM23,LPAR6,CAMP,IL15,AC009318.3,LPP,TFPI,CAVIN1,LGALS9B,FEZ1,AC110792.2,KCNK13
31257,KDELR2,AL161729.1,PJA2,KCTD3,SOAT1,LHFPL4,AP001062.1,PDF,CRYBB1,TRPV4,PGGHG,AC022001.3,CASP5
31258,GCLC,NCKAP1,ARL8A,EXOSC4,INTS10,FGFRL1,AP001267.1,AL157392.4,MELK,AC012313.8,CCDC167,AC005091.1,PNMA3
31259,CLIC2,SH3BP5,CARD9,MT-CO3,TSEN34,ERICH1,AC107068.1,ARPC4-TTLL3,STMN3,PRCD,ERP27,MAPK12,RNF31
31260,UQCR11,AC016773.1,MRPS2,PANK2,NDFIP1,MSRA,FPR3,RAI14,PTCH1,TMEM217,TIGD2,AL606760.1,GNAI1
31261,SH2D1B,AC104958.2,ARID3A,ZKSCAN1,IL1A,XPO6,DHRS4,AC138028.2,LINC01800,BAIAP2L2,SPINDOC,TAS2R13,DAGLA
31262,GIMAP8,LHX4,MEA1,LRRC41,SERPINB10,ADD2,RNF175,AC089984.1,SMIM24,TMEM272,RHOA,AC024243.1,SLC4A10
31263,ZNF267,GNAO1,ALDH3B1,MVB12A,REV1,TRBV28,SLC46A1,AGRP,TCF7,RNASEH2B-AS1,CALR,AL117328.2,KCNE3
31264,UBL3,TBPL1,CYB561A3,AL158071.3,NFIX,MMP28,NAP1L3,SLC22A31,PIM2,NDUFA4L2,GLUD1,MYL9,AC020571.1
31265,TP53I11,FADS3,TUBA1B,AL928654.1,PTRH2,AL137186.2,BAG1,AC093388.1,SERPINE2,AL354696.2,RLN2,C3orf52,SDC3
31266,FMO5,HACD1,DAZAP1,TOR2A,PITPNA,UBTD1,STON2,CTRC,NEIL1,FAM178B,CD81,ADIRF,ABHD14A-ACY1
31267,MYO1E,TK1,ATP2B1,SUMF1,AC244090.1,DGCR2,DELE1,LRRC2,ARAP2,DNAJC25-GNG10,IQGAP1,C11orf45,BMPR1A
31268,CPM,TBXA2R,UBE2A,SLC25A6,PHF20L1,LINC00402,NIPBL,AL049697.1,AC109826.1,MARCH10,MAGT1,PLEKHA7,AL137003.2
31269,RIPK2,LAMP5,APPL1,CAPN3,MR1,INTS8,NOTCH2,Z98200.1,ARHGAP6,LINC02210-CRHR1,UBE2D1,LDLRAD2,HEXA-AS1
31270,HMGN3,KRTAP5-AS1,NRBP1,TREML4,TNRC18,ZNF395,MAP2K6,LDB2,ESAM,PRRT1,ITGA6,HIST1H2AJ,EPB41L4A
31271,NLRP1,ZNF573,SPOP,MRC1,PEAK1,NBDY,SYNGR1,PMFBP1,FAHD2B,DNAH10OS,YJEFN3,TCHH,MTBP
31272,TNFRSF18,AC020910.4,LASP1,SLC1A5,NSF,TRIM8,NREP,ATP1B3-AS1,RCAN3,NEXMIF,THBD,AL031055.1,CNTNAP2
31273,ADIPOR2,DDX18,PSMD11,TTTY14,USP22,SND1-IT1,LINC02446,AC009495.3,CKAP2L,Z95114.2,PITPNC1,AC002454.1,ZNF683
31274,RFX5,ATL1,SRP68,GK,UBA3,SYMPK,AL355922.1,GPC1,IGHE,AP001453.1,PTPA,CA8,PLCH2
31275,PLCG2,GPR89B,ALG5,MYDGF,PAFAH1B2,NDUFC1,PTBP3,AC008946.1,HAL,AC243772.2,SPCS2,AL445228.2,MEF2C-AS1
31276,CANT1,NGLY1,PNPLA8,MLKL,RAB5C,ELMSAN1,GAS2L3,SCUBE3,ZNF827,FLT4,ZNF473,AP002852.1,PITPNC1
31277,RGS1,CENPF,AC096667.1,BAG1,BCL2L2,FAM110A,SFPQ,AC093330.1,PDGFD,ZFY-AS1,NEDD4L,CLEC3B,CD6
31278,PKN2,RAB15,PIAS1,SNX33,STK17B,TUBB2A,G0S2,ELL3,KRT5,LINC01918,C19orf66,AL450468.2,ANKRD9
31279,PNP,TRIM61,SLCO3A1,CPEB2,SERINC1,SELENON,ACOT11,AC092681.3,AC034102.4,ZCWPW2,ARF6,MYLK3,AC108463.3
31280,HMGB2,TRBV3-1,SEC14L1,PTK7,DNAJB12,LINC00968,TIFAB,LAD1,CHODL,BHLHE40-AS1,CIP2A,AL603832.1,AP003696.1
31281,AC004854.2,KIF15,MORF4L2,ARF1,MAPK3,LDHD,ATP5PB,ITGAD,SLC29A4,CECR2,PSD,ZNF462,AC110285.2
31282,SLC39A1,S1PR4,BFAR,FAM160A2,PIK3CD,REEP3,PAQR8,HOXA6,AC008551.1,Z97989.1,TEF,SMC2-AS1,AL928654.3
31283,LINC01506,TIFAB,IFNAR1,HECTD1,ZMYM6,RUNX2,AL590705.1,AC005091.1,EFCAB13,AL133485.1,ZNF155,MAPK10,CHKB-DT
31284,BAIAP2-DT,PODXL2,MLEC,CD46,KIF5B,AL136295.5,FSTL3,JAZF1-AS1,TMEM37,HEATR9,ZNF256,PTGES3L,AC117382.2
31285,SEMA3C,AGK,PEX2,EP300,ERMAP,ST6GALNAC1,MARK2,TPO,AC010536.3,GIPC3,HPS3,KCNH8,SLC16A11
31286,SMC1A,STIM2,ADD1,OLFM1,LHFPL6,PAPSS1,TSC22D4,ZNF788P,FNDC4,LINC02099,CDV3,AC114956.1,AC012557.2
31287,GPD2,EXOSC7,SSH2,ASAP2,CNIH1,C1orf54,PIK3IP1,AC009779.3,AC087203.3,ABCG8,ANXA7,ZDHHC15,ACKR3
31288,AFDN,PRTFDC1,BAG6,AP1S3,SLC1A3,ZMYM4,LATS2,ASMT,HRASLS5,AL139424.3,KIF20B,VWF,ZNF578
31289,PTPN2,AKAP7,ASCL2,SLC29A1,CD38,EZR,CAHM,DDR1-DT,AL358113.1,RAB23,CD44,SLAMF9,PC
31290,PABPC4,GLS,GTPBP6,MED13,TNFAIP3,CHMP3,MKNK1,LINC01841,SAXO2,AC100788.1,LDOC1,ZBTB20-AS1,AL139011.1
31291,PTPN9,IKZF1,SEC63,CLEC5A,CXCR2,PTGFRN,AL031283.1,AP002812.5,KIAA1024,AL512625.2,UBE2T,TRAV21,AC019205.1
31292,SSH1,PYCR3,SYPL1,PLCXD1,RORA-AS1,SV2A,TBC1D14,AC024243.1,AC099518.4,AC012636.1,CCNDBP1,GSC,CMC4
31293,PSMA5,CYB561,MFSD10,EXOC3L1,AC018413.1,BATF2,CEP78,EME1,GRTP1,NRTN,CHAC2,SCN4B,L1TD1
31294,RCAN1,FAM178B,AATF,MTSS1,AC012467.2,GPR55,MVB12A,CHDH,GRM7-AS1,ITPR1-DT,IGBP1,AC006213.1,ATOH8
31295,C16orf72,AL021707.3,RPIA,SNX21,PNPLA1,TFAP2E,PET100,AC090510.1,PABPN1L,MTRNR2L3,LTA4H,AC243830.2,CHAF1B
31296,RCN1,LINC01918,EIF3B,E2F5,KRT73-AS1,AC084824.5,NDUFV3,RTP5,C13orf46,ACY1,RMDN1,LMO7-AS1,BBS12
31297,GAS2L1,MSMP,POP7,TTYH2,AP001257.1,PTP4A2,RAB5C,KCNN3,AL157902.1,AP000253.1,NDUFB2-AS1,GOLGA8H,PGLYRP2
31298,TSEN34,MARCH10,MPP1,JAG1,DIXDC1,COQ2,ZNF366,TRBV9,AC011446.1,AC084082.1,TTTY14,LONRF2,SPAG5
31299,ELL,GOLGA6L10,RNF5,ITGAE,AC007620.2,ANGPT1,PEA15,AL356215.1,GATA6,CNTN2,KRBA1,AC027237.2,LINC01355
31300,PHETA1,BAIAP2L2,ETF1,AL356417.3,GAPVD1,LINC01624,TAOK1,AC110813.1,ZNF709,SPRY3,RPL26,AC127024.6,AC097103.2
31301,CS,EBF4,DDX46,ADD2,PXDC1,SMIM33,SPTY2D1OS,COLCA1,AC092587.1,LINC02362,MPEG1,PARD3B,AC107464.3
31302,ABCD1,FAM218A,VPS36,SPPL2A,MX1,C1orf198,ZNF236-DT,DNAJC12,AC091132.1,AC092329.3,NSMCE2,SEMA3A,AC018816.1
31303,MS4A14,AC008686.1,PHC2,AP3B1,AC132872.3,TNK2-AS1,ENTPD7,LINC01727,SEMA3F-AS1,SPATA41,PTPN22,AC080023.1,FZD7
31304,CPQ,NEXMIF,ZNF32,TMCC3,C19orf44,ZC3H12D,TNFRSF10C,TNNC1,AC106886.3,GOLGA6L10,OSTF1,AC022400.6,KCNJ14
31305,GOLGB1,MEGF11,MOB4,AL137186.2,AL353135.1,ITGB2-AS1,MAMDC4,CCDC68,ALG13-AS1,AL357079.1,CBWD6,STXBP6,JUNB
31306,F2R,FLT4,SNRPA,MAP4K4,LINC00299,BCL2,MS4A4E,BCL2L10,AC002310.2,SOX7,FKBP1A,BEND4,EML6
31307,DHTKD1,NR1I3,BRMS1,OSBPL10,PLOD1,MTF1,AGRN,ADCY1,CELF5,AXDND1,CENPX,AC099489.1,RTL5
