,0,1,2,3,4,5,6,7,8,9,10,11,12
179,UXT,PLXNB2,AC026740.1,FUT7,VAMP2,PTPN22,SP100,EIF5,S100A4,CAPZA2,CARF,PPP1R15A,KCTD5
180,MLLT3,EFHD2,COL27A1,NPDC1,CD320,DSTN,ZNF860,PLXNB2,EID1,HLA-B,SPX,SP110,PDIA4
181,CHI3L2,GRB2,AC012074.1,SVIP,PSMB9,PTGER2,PMEPA1,MAFB,CCDC88A,CTSC,DPY19L2,NBPF19,CUEDC1
182,MAML2,ATP6V1B2,AC008945.1,SOCS3,OASL,PPP2R2B,SSPN,GDI2,GNG5,SLC7A7,SPINK9,FAM133B,TM9SF2
183,DGKA,CPPED1,AC107241.1,FAM102A,ITGB7,AC090152.1,PLEKHA2,RPS11,AIF1,PSME2,HOXA6,PLBD1,CORO1C
184,AK5,AOAH,LRRC17,RPS3A,PMAIP1,SLFN13,RABEP2,CD4,VIM,FGL2,ZNF844,CD14,BRD2
185,TCEA3,CTSH,CHRNG,AC058791.1,CBLB,ADRB2,RASGRP2,CD300E,HLA-DPA1,ZFAND5,MPIG6B,RPS15A,RHEB
186,RPL36A,CYP1B1,AC009549.1,CLEC2D,RPA2,F2R,CNTNAP2,PNRC1,CNPY3,MTSS1,RTN2,PRR13,CAT
187,SH3YL1,LY86,ITGA11,RPL37A,CCDC88C,RASA3,WDFY4,TALDO1,EDF1,RPL8,FAM117A,CTSD,COBLL1
188,AC243960.1,ARPC5,SYT2,ARL4C,NSG1,RAMP1,PNISR,IL1B,RBM3,NCF2,PRTFDC1,CREBBP,RPS7
189,HINT1,IGSF6,AC005523.1,CFAP36,OCIAD2,XBP1,NOP53,CTSH,FGL2,UNC119,GASAL1,SCAND1,ATP5F1B
190,SELENOM,MARCH1,THNSL2,TBC1D10C,PDCD4,MYL12B,PRDM2,ARAP1,RPSA,CPPED1,SYMPK,RBM25,SUMO3
191,CITED4,USP15,ELFN2,PSIP1,ISG20,LINC01871,HLA-DMB,PSMB3,RTN4,SNX18,RHOBTB1,ARL6IP5,DCK
192,MZT2B,RASSF4,HAND2-AS1,APRT,SCML4,FAM49B,BTK,GAPDH,CTSH,CEBPA,AC092171.5,CFLAR,LGMN
193,RPL15,PLEKHO1,SGK2,FAU,RAB29,SLFN12L,PLAC8,YWHAB,ATP6V0B,OAS1,SELP,CALM1,FMNL3
194,TMEM238,SYK,AC021086.1,S1PR4,HRASLS2,SSBP3,ARID5B,RHOB,RPS15A,MYD88,LY6G6F,ATP6V0E1,SCAF11
195,ITK,COMT,FNDC9,PLP2,CXCR4,MACF1,LINC01857,KCTD12,ENO1,CD53,CMTM5,POLR2J3,LAIR1
196,RPL4,CLEC4E,AC012615.2,PRDM1,FCRL3,PTPN12,TMEM19,MGAT1,MYL12B,CFP,CPA3,CCNL1,KCNK17
197,ACAP1,RILPL2,AC005726.5,CISH,PCID2,DBI,REL,HLA-DPA1,HMGB1,AP2A1,AC012507.4,TGFBI,RNASEH2B
198,HNRNPA1,C5AR1,AC010973.2,MARCH9,SNRPN,IL18RAP,ZBTB20,CARD16,SUB1,TMBIM6,AC123912.4,ATP5F1E,PPM1J
199,RPLP1,SNX10,AL355482.1,GZMK,GATA3,HLA-B,CIRBP,ATP6V1F,SERP1,GDI2,TNXB,SLC7A7,MAP1A
200,GSTM3,PTPRE,PCDH19,MAL,KLRC4,CCDC28B,ZNF92,SYK,COX7C,PGK1,ARHGAP19,JAML,ATP5F1E
201,SIRPG,TMEM176A,AC084018.1,FLT3LG,CLDND1,RNF165,HIP1R,RHOG,HNRNPA2B1,ITGAX,AC004540.2,NCKAP1L,DNAJC7
202,TBCC,ARHGAP26,SRPK3,RPL26,LINC00987,RNF213,OTUD1,GMFG,UQCRB,PSMA7,PCYT1B,MCL1,ZRANB2
203,AAK1,SULF2,LINC01284,CAMK4,BLOC1S4,NCALD,ST6GAL1,B2M,LMO2,GRB2,ZKSCAN2,RPL18,RPL3
204,SBDS,TBXAS1,TFAP2A-AS1,AAK1,ZNF831,PSMB9,PARP15,WARS,PTPN6,RBX1,SSBP2,PLXDC2,SYK
205,GIMAP1,ARPC3,MEF2B,RPS23,ORMDL3,NDUFB7,RPL22L1,HLA-C,ERP29,CD48,MLC1,CORO1A,NDUFV2
206,APBB1,SOD2,NNMT,PI16,BICDL1,TGFB1,SEMA4B,CLIC1,HLA-DPB1,MBD2,AC002091.1,YBX1,SKAP2
207,BEX3,CARD16,AP003472.1,RPL8,ERG28,PDGFD,RHBDF2,CEBPA,TYROBP,ELOB,ZNF662,ACTB,LINC00996
208,ICOS,TCIRG1,AC100793.3,SSR2,MANF,TRBC1,CSNK1G3,ARPC4,EIF3H,BTK,AC005498.3,WSB1,DAB2
209,BNIP3,ALOX5,EDRF1-AS1,SNRPN,SSBP4,ZBTB16,PLCG2,SMAP2,RPL30,CD300A,SAMD14,SH3BGRL3,CYSLTR1
210,ARMH1,GPCPD1,AC079411.1,SNHG8,RPL3,CDC42SE1,TSPAN33,TGFBI,LAMTOR4,ARL6IP5,PPBP,RPL7,NUCKS1
211,CD6,ANXA2,CYP26C1,TESPA1,CD7,MVD,MARCH9,GLIPR1,RPS27A,RXRA,GRB14,RPS28,ANKRD11
212,TRAF3IP3,STAB1,AC007347.1,CCDC85B,ABHD14A,DIP2A,SEPT6,YBX3,GSN,MARCKS,TDRP,H3F3A,DAAM1
213,CD69,SH3BGRL3,AL138921.2,GPRIN3,CASP8,PRR5L,LMBRD1,UBA52,SEC11A,TKT,SMOX,TPM3,RBM3
214,CHMP7,RASSF2,AC006042.2,CRIP2,PRR5L,RAB29,USP6NL,HSBP1,ARHGDIB,GPBAR1,CTDSPL,C6orf62,HLA-DPB1
215,SPOCK2,CDC42EP3,CCDC196,RPS4Y1,LAX1,ATP2B4,AL121944.1,ARPC5,NDUFA4,CAPNS1,MYL9,DNAJA1,LSP1
216,HIST1H1D,SLC43A2,OR1Q1,LINC00623,H2AFX,TMIGD2,FCRL5,MS4A7,LGALS1,FYB1,EFNB1,KLF6,HNRNPA2B1
217,PITPNA-AS1,NADK,ARHGEF19-AS1,RPL17,ATP2B4,AXIN1,ADAM19,EEF2,DBI,PSMA4,AC090515.2,MYH9,SMARCB1
218,CBR3,VNN2,AP001001.1,IL23A,RRAS2,LINC02084,GPR18,TPP1,CCNI,ATP6V0E1,CCDC9B,RHOA,CPNE3
219,LINC02273,PYGL,ONECUT3,TRAF3IP3,CDC42SE2,ADAM8,ANAPC16,LYST,SPINT2,GSTO1,PROS1,FLNA,MANF
220,PCED1B,NFE2,AC004257.1,EML4,GIMAP4,PRSS57,FAU,LGALS1,CIITA,SNRPB,PHACTR4,RSRP1,FLNB
221,PIM2,NFKBIA,AC026954.2,CLDND1,PDCD1,SBK1,STK17A,RTN4,SRGN,RAP1B,GATA1,ZFAND5,RTRAF
222,NCK2,TMEM205,AL162497.1,TENT5C,CD5,PRDM1,RPLP2,WASF2,ATP5F1A,SIDT2,MBOAT1,S100A9,SCARB2
223,CSGALNACT1,AHNAK,LINC01876,TMEM116,YWHAQ,RAB37,BHLHE41,EIF3A,SH3BGRL,ITM2B,C8orf44,USP8,RPL15
224,COL18A1,CKAP4,PLAC9,PIK3IP1,LLGL2,PDGFRB,CD200,CLEC7A,RPL23A,IGSF6,AATK,ARPC1B,RPS8
225,AREG,SERP1,VSTM5,SCML4,COL6A2,RGS9,RHOH,GNB2,LCP1,NOP10,PDE5A,RGS2,ADD1
226,SOD1,FES,LINC00551,PRKCQ,PFKP,STAT4,INKA1,GSTO1,NFKBIA,EIF3K,APC2,CTSB,GLIPR1
227,RPL8,CRTAP,AC093668.3,MFHAS1,DTHD1,MLLT6,SP110,CEBPD,IGSF6,BLOC1S1,KALRN,ELOB,FAM129C
228,SEPT1,SLC16A3,AL358333.2,STMN3,LINC00861,PLEKHA1,TLE1,EGR1,KLF4,SMCO4,FAM198B-AS1,CPVL,GABARAPL2
229,ISG20,MGAT1,SCARNA9,PLGRKT,OFD1,KLRC1,RP9,RXRA,HLA-B,SAMHD1,SYT11,NCF1,SLC7A5
230,CYTIP,ZNF106,AC115618.2,CCSER2,RNF167,OPTN,FCHSD2,TNFSF13B,PYCARD,PTGES3,GRM2,LYST,C12orf57
231,NELL2,LAT2,BGN,SH3BP5,SLC38A1,RNF125,RPL10A,CD44,RPS21,ITGAL,Z68871.1,BRI3,MFSD12
232,EPB41L4A-AS1,PILRA,MOBP,TSPAN18,NCALD,ACTN4,IGLC3,CASP1,PCBP2,ARL6IP4,AL359504.2,ARF1,ZFAT
233,ILF3-DT,IER3,AC021739.4,PIM2,AP005482.1,GUK1,CAMK1D,ATP5MC2,AP1S2,TBXAS1,TMED6,PSTPIP1,AHI1
234,ZNF331,RHOA,AC092794.2,KDSR,RHOF,JAKMIP2,ISCU,NCKAP1L,PKM,SPN,SPARC,GLIPR1,MYL12B
235,AC025164.1,FKBP1A,AC007496.1,ICAM3,UBASH3A,BATF,PTPN1,PSMA4,BRK1,CD300LF,TNK2,MT-ND4L,RPS3A
236,ANKRD55,SMAP2,GSX2,LBH,TAP1,SIGIRR,RPL21,TCIRG1,RPS20,ZBTB7A,MCTP1,RPL12,CARHSP1
237,INPP4B,OSCAR,CILP2,RPS8,NLRC3,SYTL1,RPL41,FCGR2A,EEF1B2,ZNF703,AQP10,ZC3H15,RPL7A
238,SOCS1,LRRC25,SPATA4,SARAF,NCR3,ERBB2,LINC02422,RPL7,MYL12A,DBNL,TLN2,ATP6V0B,UBC
239,TNFRSF25,LMO2,AC005828.3,LEPROTL1,RAB27A,GBP5,DUS2,HNRNPK,CFP,ARPC4,CBX2,ANKRD13D,USF2
240,AKTIP,GRK2,AC023154.1,CYLD,ETS1,TSPOAP1,IGHA2,CYTH4,PSMA7,AP2S1,AL354822.1,GAS7,PTCRA
241,TMEM243,CAPNS1,CTAGE4,DNAJB1,CDK2AP2,RPA2,RPL35,PECAM1,FXYD5,NDUFA4,ACTR3B,N4BP2L2,SUMO2
242,DENND2D,ZFAND5,AC084855.2,NMRK1,F2R,SAMD9,LYL1,QKI,ITGAX,ANXA2,SCD,ROCK1,TAF7
243,MAN1C1,NAIP,IGHVIII-44,KLRG1,MFSD10,TOX,ZNF331,LSP1,HINT1,RAB5C,MGLL,HLA-C,NACA
244,RPL23,CCNL1,AC009292.1,CORO1B,SELENOW,CDKN2D,CYSLTR1,EMILIN2,LAPTM5,UQCRB,ST7-AS1,RNPEPL1,B2M
245,AC013264.1,PDXK,AL109920.1,PIK3R1,NAE1,MCRIP1,SH3BP5,PSME2,FAM49B,JPT1,AC127024.2,TIMP2,RPL36AL
246,AL445686.2,GAA,ARSF,CD226,JAKMIP1,NFATC2,GRAP,RPS9,FOSB,NCKAP1L,RTKN,RPS9,CIRBP
247,CD5,VMP1,AC000036.1,TNIK,SLC2A4RG,TRGC1,RPS29,CCDC88A,COPE,ATP5F1B,PRKG2,EEF1A1,ZNRF2
248,LSM5,BNIP3L,KCNJ1,CXCR3,RAB37,ZNF600,YPEL5,SECTM1,POMP,RAB10,BAALC,SYF2,SNX9
249,MZT2A,CTSA,TP53AIP1,ANXA6,SYTL2,BIN1,IL7,RNH1,EFHD2,STK10,AC240274.1,CFP,DDAH2
250,MDS2,LYN,AC015853.2,PHLDA1,MMP25-AS1,HENMT1,SF1,HCK,MTDH,ENO1,C2orf88,RPS13,PDIA3
251,NSA2,CAP1,AC009065.3,CDKN1B,CTSC,S100B,ZNF296,CEBPB,MDH2,LY6E,VANGL1,SMAP2,SINHCAF
252,LINS1,GTF2I,UNC5A,DDX24,RNF126,CAPN15,AL161781.2,CDC42,DDX5,CD37,FBXL18,EIF3K,ERN1
253,BACH2,ZYX,LINC01669,HIVEP2,RPL36AL,SSBP4,DENND5B,SH3BP2,COX5B,GNAS,HCG27,TNFSF13B,LAMTOR5
254,ST13,ANXA1,AKAP12,S1PR1,MEI1,ZNF276,AC108863.1,KIAA0930,GLIPR1,LILRA5,ENGASE,RNF130,SRSF7
255,FBLN5,CD300LF,RFTN2,DUSP16,MT1X,TSPAN32,ATP2A3,KLF10,MT-CYB,NDUFS6,ARG2,CNBP,HNRNPC
256,IFITM1,LAMP2,AL121753.1,SELENOM,JUN,SLAMF6,IL4R,GLRX,RPS10,VPS29,TMEM44-AS1,RPL30,IGHM
257,SNHG7,ATP5MPL,AC124057.1,CSKMT,LPCAT1,AES,SNHG8,ZNF385A,RPS25,HMOX1,STAB1,RPL37,ANKRD12
258,HSPB1,NCF4,FBXO17,TTC39C-AS1,APOBEC3C,STX8,CHPT1,GNAS,ARF5,TMEM176B,AL135905.1,RPS27A,NUCB2
259,SPTBN1,RAB3D,ERVK9-11,ATP8B2,TPRG1,CCDC85B,CCR6,TPM3,DYNLL1,ATP6V1G1,LINC00853,KLF4,YPEL5
260,C11orf1,THEMIS2,RBM46,HIST3H2A,ANKRD39,MIEN1,NFKBID,ZFAND5,PSMA4,CNPY3,SERPINE2,FCGR2A,SENP6
261,SLC25A45,TET2,AL109936.2,GADD45G,CD27,GAB3,HLA-DMA,RAB32,PAK1,M6PR,BEND2,MT-ND3,TTC3
262,FOXO1,GNB2,AC008443.2,PTPN4,PLEKHA1,ARAP2,PRMT9,SEC11A,WSB1,FCN1,PLOD2,GOLGA4,SMIM14
263,TMEM123,SIRPB1,NOS1,GBP5,GIPC1,MAPRE2,CNFN,TRA2B,CASP1,SUPT4H1,ITGB5,ACTR3,CLN8
264,PDK1,SIRPA,AL031717.1,SLC38A1,RAP1B,CCND2,KHDRBS2,CFL1,H3F3B,PLEKHO1,INKA1,DDT,TMBIM6
265,AC009041.2,DPYD,AL357500.1,MIF,MED10,TGFBR1,ISG20,CLTA,NPM1,ATP5MC2,AP001189.1,RPL23,COMMD6
266,RIC3,ATG16L2,AF178030.1,ATP6V0E2,ANXA2R,RNF126,ZDHHC21,STXBP2,NDUFS6,RNF149,CXCL5,PHIP,COMT
267,LY9,PKM,AL513365.2,LSR,TENT5C,LMAN2,BORCS5,SRSF3,CDC42,OAZ2,SEPT11,MT-ND2,RUBCNL
268,ZNF101,PCBP2,ODF3,CDC25B,WDR54,IL12RB1,AIDA,UBE2D3,ATP5F1D,PSMB8,C9orf3,FUS,AC119428.2
269,COMMD6,KIAA0930,TRARG1,CD99,AC026979.2,NDUFB2,RPS21,EHBP1L1,RAB7A,UBC,PARD3,GRB2,SUB1
270,DDIT4,SLC24A4,MRO,CYB561,PTPN22,FBXO6,CR2,MOB1A,COX7B,LFNG,SIK3,ATP5F1D,GRAMD1B
271,PLEKHB1,SAT1,AC106795.3,LINC02273,ZNF32,METRN,TCEA1,EIF3K,PGK1,UCP2,ALOX12,RPL31,HNRNPK
272,RPLP0,ARAP1,AL357793.2,CD320,KLRC1,TNFSF14,RPL18,MSN,HLA-DQB1,ARAP1,GNAZ,EIF4B,FOSB
273,TTC9,NFKBIZ,CACNA1B,ZC3HAV1,SYNRG,RHOF,RPL9,PTPN6,CAPG,TIMP1,ZNF117,CD302,MOB1A
274,RPL17,BAZ2B,FNDC8,CFAP97,TSTD1,TBCB,NSMCE3,HLA-E,MNDA,H2AFZ,PTK2,TMEM123,HMGN1
275,DNAJB1,PSTPIP1,AL163932.1,RGCC,RHOH,LINC00623,APPL1,NUP214,PPP1CA,DOCK2,AC005162.3,LTA4H,PABPN1
276,GCC2,ZNF467,AC095033.1,STN1,EIF4A2,COMMD4,WDR34,CAST,PSMB3,PFKL,MYCT1,ZFP36L1,TMEM8B
277,CENPV,CTSZ,AL035420.2,PDE4D,CISD3,SYTL2,ARHGAP17,YWHAZ,TMA7,RTN4,MYLK,CSDE1,EEF1A1
278,DPH5,CREG1,AC025174.1,THOC3,LAIR2,CARD11,COL4A4,ATP6V0E1,UBE2D3,SLC25A3,CEP295NL,ANXA5,DNAJC4
279,PASK,CPVL,AL662907.3,HAPLN3,ADGRG5,PLEKHG3,PIK3C2B,CNBP,MTPN,C5AR1,SH3BGRL2,LAPTM4A,KTN1
280,BCAS4,CASP1,AC079061.1,TSPAN5,AC044849.1,NPRL2,KCNG1,TPI1,SF3B5,SYNGR2,AC253536.6,WDR83OS,TOP1
281,NIPAL3,ATP2B1-AS1,AC008269.1,RGL4,SOCS1,B3GAT1,TMED8,SFPQ,PARK7,SLC2A6,C10orf25,EIF3G,TMEM14C
282,CD28,RBM47,GPC6,KIF2A,CD84,AP005482.1,DERL3,LMO2,HADHA,RAB8A,ZNF660,RPS3A,MLEC
283,NMT2,PGLS,PDE11A,RHOH,AC004585.1,CYBA,SH2B2,SOD2,GPX4,CHCHD2,ATP13A4,ARID4B,HMGN3
284,RNF157,RAB27A,LDLRAD4-AS1,DSTN,BTBD6,PTCH1,ABCB4,CRTAP,JUNB,SELPLG,ENKUR,CD68,FABP5
285,CYLD,CD33,MYO18B,ZAP70,TRAF1,IGF2R,CIITA,CD53,ACTR3,CLEC7A,NAT14,AAK1,B4GALT1
286,SLC38A1,ARPC1B,AC005899.1,CRIP1,GCLM,STK17A,HMGN1,AHNAK,MARCH1,BIN2,PKIG,RAB7A,IFNAR1
287,SLC16A10,SH3BP2,AC026992.2,TSPYL2,KRT10,CD2BP2,DNAJC10,HM13,EIF5,C20orf27,PPM1L,ZNF106,CHMP5
288,ATF7IP2,ACAP2,RGSL1,PDCD4,IL12RB1,SPCS2,SHISA8,CAPZA2,DUSP1,SNX3,EHD3,UQCRH,ASIP
289,AC008555.5,TREM1,AC092118.1,NMT2,ARHGEF3,FUT11,PRKD3,ASGR1,HLA-A,LTA4H,AC002454.1,HNRNPH1,CIB2
290,SUSD4,AC007952.4,AC131934.1,BOLA3,PPP1R35,ADGRG5,CCDC191,EIF3L,PHB2,ATP1B3,ARHGAP6,SUMO2,RPL37A
291,ANAPC16,VASP,AC121247.1,BCL7C,SYTL3,FEZ1,LSM10,CANX,S100A10,FGD2,ENDOD1,RPL22,EEF1D
292,NSMCE3,ANXA5,DSCAML1,DDIT4,SLA2,CD320,IGLC5,DNAJA1,WDR83OS,YWHAB,HIST1H3H,CHD4,SELPLG
293,AP002387.2,NLRP12,IL22,RPL36A,EHD1,KIR2DL3,MIR29B2CHG,UTRN,ZFAS1,COX6A1,AL592295.4,GPX4,PHPT1
294,ANP32B,MSN,ELF3-AS1,DYNLT3,KLHDC4,TSPAN2,CYB5A,TNFSF10,SERBP1,COX7A2,AC092794.1,PGK1,EIF1
295,GRAP,PRKCD,AL391294.1,C9orf16,SIGIRR,CFL1,N4BP3,LILRB1,LRRFIP1,PGAM1,STMN1,PSMB3,TLR7
296,NDFIP1,IMPDH1,KCNS1,SOCS1,SLC25A4,APOL6,ZNF581,NAAA,LGALS9,PTMA,C9orf43,RPS4X,RPS20
297,CLUAP1,TLR2,AC022710.1,MEI1,CEP78,RAB27B,RPL37,GNB1,RPS4Y1,LILRA1,EFNB2,CFD,CD99
298,GAMT,OS9,AC079193.2,BX284668.6,IFNG-AS1,MANF,CCDC32,PLK3,RPL38,BRK1,SND1-IT1,TACC1,MLF2
299,C12orf65,CD163,GIPC2,LINC00649,SYTL1,IKZF2,MTPN,HCLS1,RBPJ,PRDX1,TMEM150B,CEBPD,CD68
300,SCML4,MYL6,LINC00520,RPLP1,TOX,IL18R1,MACROD2,MEF2C,CAPZB,ENY2,KATNAL1,CTDNEP1,EIF4A3
301,CARMIL2,FERMT3,AC140847.2,HELB,DMWD,SLC44A2,NUP88,LILRA2,PPA1,SECTM1,CHEK1,COMMD6,SCT
302,LMO7,QKI,AL133260.2,ECHDC2,GNG2,ZNF595,RPL8,MT-ND3,NDUFB2,CMTM6,TESMIN,BPTF,GTF3A
303,KLF2,C4orf48,AC174065.1,RORC,GPR68,GCLM,EFHC1,NAP1L1,SNRPB,RPS9,NBPF10,RTN4,POLR2A
304,PIM1,ZNF385A,NXNL1,CCR4,GIMAP1,UBE2F,AREG,OGFRL1,GADD45B,SLC25A5,LINC00989,MT-CO1,PI4KA
305,EPHA1-AS1,AP2S1,AC005387.2,DGKA,ATP2A3,PPP1CA,TTC9,ENO1,TPP1,COX6C,ASAP2,SLC38A2,GSN
306,TC2N,CCNY,CPLX2,SELENOW,PIM1,BCL9L,NXPH4,CD36,HNRNPC,MYO1F,LINC01772,CD48,CUX1
307,CHD3,MT-ND2,AC012508.2,FBLN5,KLF12,KIFC3,AC073111.5,MAP3K3,SSR4,DYNLL1,MYO9B,SPI1,DCPS
308,MCUB,PGAM1,LINC00691,MGAT4A,RPS15A,SNRPB,PDE4B,CAPG,B2M,STX11,GFI1B,NKTR,PMEPA1
309,UBASH3A,PLAUR,NDRG4,UBASH3A,ARHGAP25,SLCO4C1,ACP5,PGLS,EIF4B,GRINA,PF4,RBMX,GNG7
310,UBALD2,SHKBP1,CDH8,AC016831.5,TNRC6C,ENPP4,RPS19,PPP1R15A,ATP5PF,RPS24,PDGFA,ZFAS1,CCR2
311,LINC00402,PSMB3,LINC02138,CDC42SE2,MT1F,GFI1,MEF2C-AS1,JUN,TUFM,UBL5,P3H3,FGR,CNDP2
312,SLFN5,RAB5IF,BAALC-AS1,PATJ,ITGAL,FYN,NSD3,ARL6IP5,EIF3A,ICAM2,SLC35G2,MS4A6A,DNAJA1
313,ACTN1,SHTN1,NUTM2G,SUN2,CARD11,KLHDC4,ANXA6,GNG5,RPS12,NFKBIZ,RAC3,RPLP1,C8orf59
314,LINC02361,HEBP2,NME5,LPIN2,REX1BD,RALGDS,ACADM,UNC93B1,ATG3,RAC2,ANKRD33B,KCTD12,MIF4GD
315,MARCH9,PFDN5,JAKMIP2-AS1,CENPK,RPS26,ATG4D,TAF7,CD302,EIF3M,PABPC1,EPDR1,DDX3X,DDX24
316,PPP1R3E,TLR4,CYP1A1,RPL22,HENMT1,CYFIP2,SMAGP,NCOA4,PPIB,MORF4L1,TMEM67,COMT,ST3GAL2
317,SNHG25,BACH1,SV2B,COMMD6,GTF3A,HMGN3,MARCH3,LAMTOR1,EEF1D,PLAC8,LRP5,EVI2B,OSTC
318,CFAP36,NINJ1,AC092329.1,MT-ND6,PIK3R1,C9orf16,MTMR4,ATP6V1B2,FCER1A,VPS35,GSTA4,RPS2,COPE
319,SEPT6,TMEM154,SPRN,REXO2,MAF,GLCCI1,LINC01215,COPE,PSMB1,DYNLT1,FKBPL,RPL23A,RPL13A
320,CD96,UBE2D1,PURG,CUTA,ORAI1,KIR2DL1,LINC00324,WDR83OS,EIF3G,H2AFY,ULK1,LILRB2,UBXN4
321,TBC1D10C,KLF10,SAGE1,MYC,ACTR6,PARP15,AP1S3,PSMB1,RHOG,MPEG1,AP000787.1,RPS21,FEZ2
322,CCDC66,ACTB,LINC00547,TMEM204,HERPUD2,UTS2,RPL11,LILRB3,SEC61B,POMP,SNCA,JUNB,RPSA
323,TBC1D4,CANX,C1orf167,SH2D1A,ABCA2,SASH3,STAG3,UQCR10,NDUFA12,IQGAP1,HMGB3,WASF2,PPM1G
324,BIN1,NBPF19,NPFFR1,ALOX5AP,HOMER1,GIMAP6,EML6,BST2,CLTA,CHST15,TMCC1-AS1,PKM,ODC1
325,COX7C,CSDE1,AL139424.1,CD48,KLF2,PAFAH2,NEK8,RPLP1,PLEKHO1,NEDD8,AC092171.4,PPP1R12A,CREB3L2
326,H2AFX,ZFP36,AC087749.2,RPA2,PRDM1,SELENOW,LINC01480,ZFAS1,IER2,TXNIP,TFR2,CD46,SNRPN
327,GADD45A,ZDHHC7,C1QL4,DOCK9,ADRB2,HIPK2,CLIC4,SNX10,RPS29,TSPO,CALD1,GNB2,SAP18
328,CDR2,GNS,AC073896.5,TUBB4B,CYB561,DTHD1,RPL15,RPL4,SRSF9,PSMB9,FER,ASAH1,RPS6KA4
329,SELL,LY96,IL17A,VSIG1,RPS19,AC004865.2,DDAH2,IFNGR1,NAGK,ATP5MD,ATP6V0A1,YWHAB,AEBP1
330,RNF144A,ATP6V0E1,AC131097.4,EPS8L2,SELENOM,ZNF428,C12orf42,ATF4,PPT1,CD74,DAPK2,RAB31,CAPG
331,HAPLN3,FAM120A,AC010401.1,THEMIS,TRAT1,COL6A2,AP001059.2,M6PR,COX7A2L,PRKCB,GP9,SF3B2,SLC25A5
332,EBPL,CDV3,RNF223,GIPC1,AIP,SDF2L1,ACBD3,BNIP3L,LAMTOR2,ARHGAP30,CLEC11A,SF3B5,RPS4X
333,TMEM263,EIF4G2,AP001628.1,TMA7,TERF2IP,SLA,LPAR5,SQSTM1,KCTD12,FAM110A,NBPF12,ADA2,ATG101
334,TNRC6C,SNX27,TMEM249,AL365203.2,UPP1,BCL2L1,GNB5,DDX5,XRCC6,BST2,LINC00886,RPS15,SEC61G
335,C2orf40,FAM198B,INSM2,EIF4A2,PDGFD,GPR174,RPS18,GRINA,MT-ND3,SRGN,CPT1B,ASGR1,AL357060.1
336,NAA16,NCKAP1L,AC018904.1,IL2RA,ATXN1,STK10,SERPINI1,TAPBP,TALDO1,CXCL16,SYNPO2,DDX46,CERS6
337,CYB561D2,GLUL,ARID3C,LPAR6,ATG5,CCDC102A,C1orf220,RAB11FIP1,IER5,SLC16A3,CNTROB,DDX3Y,NUDT5
338,MHENCR,PLCB2,AC010136.1,ZEB1,CDKN2D,BNC2,RPS27A,STAB1,SRSF2,ATP5MG,MFAP3L,S100A8,LAMP5
339,PEBP1,SLCO3A1,SBSN,C19orf53,BCL7C,AGK,SINHCAF,SLC43A2,HNRNPK,PSME1,AC068491.3,H3F3B,JAML
340,ABO,METTL7A,USP50,AP002387.2,NPRL2,TNFRSF18,PHACTR1,CD63,COX6C,CTSL,MIGA2,AP2S1,BRK1
341,DPP4,SKAP2,BBOX1-AS1,HSPA1B,P2RY8,TMEM181,VPS37B,DOCK2,ARL6IP4,UBA52,GMPR,SORL1,CYBB
342,SCML1,HNMT,GRM4,ATF7IP2,LINC01934,LAIR2,DOK7,PKM,CLEC10A,MT-CO3,NUP43,CEBPA,ATP5MD
343,LTBP3,CHP1,ART3,KIF5C,MAPK13,GOLM1,AL445472.1,CAPNS1,MOB1A,ARRB1,AC132872.3,CSTA,ATF4
344,PPP1R2,CAMKK2,AC011498.2,TBC1D4,HOXB2,DHRS3,SLAMF6,CSDE1,OSTC,EVI2B,HBG2,HNRNPA2B1,FAM49B
345,PKIA,UBE2R2,LINC01770,PCID2,PTGER2,HES6,LARGE2,SEPT9,CCNL1,BAZ1A,TMTC4,SP100,TMEM141
346,ICA1L,TFEC,SLC13A4,TRAF5,SLC25A42,CBLB,PPP3CC,MTPN,DNAJA1,COX5A,PTGS1,XRN2,TP53I13
347,THEMIS,CEBPB,DHRS2,JUN,PHF1,PDAP1,SPTBN1,CORO1A,ATP5MF,ATP6V0B,PDE1B,RPL10,TMX3
348,C1QBP,MAP2K3,MCCD1,TOB1,MAGED2,PRDX5,ADAMTS6,IL17RA,RBM39,CYTH4,ELMO3,HADHB,CDKN2D
349,HOOK1,ARPC4,AL354694.1,HIST1H1D,PTRH1,ELOVL6,AC007384.1,ATG3,RTRAF,TLN1,GPR137C,RTRAF,IRF2BP2
350,CYFIP2,DYNLT1,LINC02316,NDUFS5,C9orf16,RHOBTB3,ZNF107,HNMT,HMGN1,UBE2R2,STON2,KANSL1,ST14
351,USP53,TPM3,VTN,IKZF3,ZNF276,LINC02384,MOB3B,CD14,CD83,ATP5MC3,PLAGL1,LCP1,LMAN2
352,HIST1H2AG,CST3,AC016526.4,HIST1H2AG,SOD1,TLE1,HIST1H1C,PRKCD,UQCR10,EDF1,TMEM158,TMA7,EIF1AY
353,TMEM41B,CARS2,CACTIN-AS1,CMTM8,PILRB,TBC1D31,MT-ND6,COMT,OST4,VAMP5,BICD2,BIN2,ARID3A
354,AL031280.1,UBC,AL645608.3,PNMA1,MCOLN2,MAPK13,SLC25A42,SH2B3,ACAA1,WDR1,PABPC1L,GBP2,TUT4
